"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","431649.315","4589910.48","431557.374","4589709.474","2.180519","41.456054","BUS -80-81--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433335.29","4587580.399","433243.333","4587379.414","2.200961","41.43521","BUS -60--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427778","4583557.309","427686.093","4583356.363","2.134932","41.398495","NITBUS -N7--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432236.722","4588338.855","432144.776","4588137.864","2.187728","41.441949","BUS -126--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428465.606","4579002.56","428373.692","4578801.656","2.143695","41.357534","BUS -125--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428096.999","4579719.357","428005.088","4579518.447","2.139204","41.363957","BUS -125-V5--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425213.529","4582991.348","425121.646","4582790.408","2.104328","41.393163","BUS -113--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428517.512","4586799.731","428425.599","4586598.755","2.143394","41.427764","BUS -27-60-76-B19-H4--","07","40","Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424433.717","4585793.914","424341.842","4585592.948","2.094651","41.418331","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424447.519","4586346.713","424355.644","4586145.742","2.094747","41.423311","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430704.862","4581210.816","430612.928","4581009.891","2.17021","41.377619","BUS -120--","01","01","Ciutat Vella","el Raval","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431775.829","4587749.848","431683.887","4587548.862","2.182278","41.436605","BUS -11-132--","08","45","Nou Barris","Porta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433742.987","4585478.966","433651.026","4585278.001","2.206071","41.416317","BUS -V29--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433881","4584748.795","433789.037","4584547.836","2.207803","41.409752","BUS -B25--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431574.318","4581605.026","431482.376","4581404.097","2.180562","41.381244","BUS -120--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432854.896","4582600.398","432762.942","4582399.46","2.195765","41.390317","BUS -59-H16-V27--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426233.358","4576416.509","426141.463","4576215.63","2.117326","41.334041","NITBUS -N1--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432165.002","4586294.574","432073.056","4586093.602","2.1871","41.423531","NITBUS -N3--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431461.624","4590604.982","431369.685","4590403.97","2.178193","41.462293","BUS -62-76-104-83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431461.624","4590604.982","431369.685","4590403.97","2.178193","41.462293","NITBUS -N3--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426064.519","4583949.042","425972.628","4583748.093","2.114389","41.401867","BUS -130-H2--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428127.304","4583471.198","428035.394","4583270.253","2.139121","41.397751","NITBUS -N7--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429519.473","4581105.348","429427.549","4580904.424","2.156048","41.376566","BUS -13-55-91-H16--","02","10","Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430474.671","4583864.359","430382.739","4583663.41","2.167153","41.401499","BUS -39-47-H8-V19--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430474.671","4583864.359","430382.739","4583663.41","2.167153","41.401499","NITBUS -N4-N6--","06","32","Gràcia","el Camp d'en Grassot i Gràcia Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427151.145","4581365.958","427059.243","4581165.033","2.127698","41.378702","BUS -54--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426959.388","4581228.429","426867.488","4581027.505","2.125422","41.377446","BUS -54--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433360.332","4588908.642","433268.375","4588707.645","2.201114","41.447175","BUS -11-60-V33-133--","09","58","Sant Andreu","Baró de Viver","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425676.932","4582424.753","425585.044","4582223.818","2.10994","41.388103","BUS -113--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430464.573","4585378.831","430372.642","4585177.868","2.166858","41.415138","BUS -39-D40--","07","33","Horta-Guinardó","el Baix Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425541.215","4581928.393","425449.328","4581727.463","2.108378","41.38362","BUS -67-L97-L79-E43--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432358.6","4588640.381","432266.652","4588439.387","2.189153","41.444675","BUS -60-V31--","09","60","Sant Andreu","Sant Andreu","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426935.622","4581182.597","426843.722","4580981.673","2.125143","41.377031","NITBUS -N3--","03","17","Sants-Montjuïc","Sants - Badal","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429688.5","4581785.487","429596.575","4581584.557","2.157991","41.382707","BUS -V11--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431146.337","4583187.483","431054.399","4582986.54","2.175264","41.39546","NITBUS -N1-N4--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431800.467","4583841.972","431708.523","4583641.022","2.183015","41.401411","BUS -62--","02","05","Eixample","el Fort Pienc","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428468.91","4586144.572","428376.998","4585943.602","2.14289","41.421859","BUS -119--","07","38","Horta-Guinardó","la Teixonera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430791.783","4583617.777","430699.848","4583416.83","2.170974","41.399305","BUS -33-34--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429030.522","4579266.25","428938.602","4579065.344","2.150417","41.359959","BUS -13-125--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432555.392","4589548.657","432463.443","4589347.654","2.191407","41.452872","BUS -126-127--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431662.208","4589922.349","431570.267","4589721.343","2.180672","41.456162","BUS -80-81--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431565.548","4590519.501","431473.608","4590318.49","2.179447","41.461532","BUS -80-81--","08","55","Nou Barris","Ciutat Meridiana","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430648.848","4582689.831","430556.914","4582488.892","2.169371","41.390935","NITBUS -N7--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430611.229","4586746.455","430519.297","4586545.479","2.168455","41.427468","NITBUS -N4--","08","44","Nou Barris","Vilapicina i la Torre Llobeta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429797.527","4580939.543","429705.601","4580738.621","2.159392","41.375097","NITBUS -N0--","02","10","Eixample","Sant Antoni","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429760.115","4585852.442","429668.191","4585651.474","2.158374","41.419342","BUS -24--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430155.393","4586021.597","430063.465","4585820.628","2.163084","41.4209","BUS -24--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429883.488","4580541.001","429791.561","4580340.083","2.160466","41.371515","BUS -55--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429538.531","4580605.972","429446.607","4580405.053","2.156334","41.37207","BUS -55-121--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429455.029","4588134.104","429363.108","4587933.115","2.154457","41.439865","BUS -V25--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424598.221","4586853.224","424506.344","4586652.249","2.096487","41.427887","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431096.962","4589028.816","431005.026","4588827.819","2.174007","41.448066","BUS -81--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431364.04","4590320.67","431272.102","4590119.661","2.177057","41.459724","BUS -83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433546.098","4585420.194","433454.139","4585219.229","2.203722","41.415772","NITBUS -N2--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429372.996","4583242.997","429281.074","4583042.054","2.154047","41.395806","BUS -V15--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429372.996","4583242.997","429281.074","4583042.054","2.154047","41.395806","NITBUS -N5--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429796.194","4586271.344","429704.269","4586070.372","2.158757","41.423118","BUS -V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430314.074","4586330.951","430222.145","4586129.979","2.164947","41.4237","BUS -117-V23--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433392.51","4587649.41","433300.553","4587448.425","2.201639","41.435837","BUS -11--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429607.007","4584870.977","429515.084","4584670.018","2.156657","41.410489","BUS -24-H6-D40--","06","30","Gràcia","la Salut","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431010.268","4582999.03","430918.331","4582798.088","2.173658","41.393751","BUS -7-54-62-H12--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428381.998","4586321.306","428290.086","4586120.334","2.14183","41.423443","BUS -V17--","07","38","Horta-Guinardó","la Teixonera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431372.658","4589896.387","431280.72","4589695.381","2.177209","41.455904","BUS -83-199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431493.554","4590528.511","431401.615","4590327.5","2.178584","41.461607","BUS -83--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428910.221","4581045.798","428818.303","4580844.875","2.14877","41.375976","BUS -109-V7-D40--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431349.954","4586651.912","431258.015","4586450.936","2.177306","41.42668","NITBUS -N1-N6--","08","44","Nou Barris","Vilapicina i la Torre Llobeta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427678.563","4583581.542","427586.657","4583380.596","2.13374","41.398705","NITBUS -N0--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425362.639","4585327.254","425270.755","4585126.292","2.105823","41.414215","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429099.851","4584879.819","429007.932","4584678.861","2.150588","41.410524","BUS -116--","06","30","Gràcia","la Salut","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429610.17","4584786.985","429518.247","4584586.027","2.156704","41.409733","BUS -116--","06","31","Gràcia","la Vila de Gràcia","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430716.939","4586258.349","430625.006","4586057.377","2.169776","41.423081","BUS -117--","07","36","Horta-Guinardó","la Font d'en Fargues","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434078.553","4584442.882","433986.588","4584241.926","2.210199","41.407013","BUS -B20-V31-136--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427179.883","4581712.085","427087.981","4581511.156","2.128","41.381822","BUS -70-V3--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430400.022","4588047.848","430308.092","4587846.86","2.165778","41.439171","NITBUS -N6--","08","48","Nou Barris","la Guineueta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428824.003","4583873.481","428732.087","4583672.532","2.147407","41.401436","BUS -V15--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430636.007","4582464.114","430544.074","4582263.177","2.169243","41.388901","BUS -22-V15--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428105.326","4579280.674","428013.415","4579079.768","2.139356","41.360007","BUS -109-V3-H16--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432496.604","4586234.177","432404.655","4586033.205","2.191074","41.423015","BUS -34-126-B24-H8-V29--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430741.99","4585530.638","430650.056","4585329.673","2.17016","41.416529","BUS -39-D40-V23--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433627.057","4586197.169","433535.097","4585996.197","2.204605","41.422776","BUS -33-V31-136--","10","73","Sant Martí","la Verneda i la Pau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427565.792","4585783.721","427473.888","4585582.755","2.132127","41.418528","BUS -124--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429021.837","4586043.189","428929.919","4585842.22","2.149518","41.420995","BUS -119--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427676.009","4580014.116","427584.102","4579813.203","2.134136","41.366574","BUS -V3--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427376.291","4577371.818","427284.386","4577170.93","2.130869","41.342749","BUS -23--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424573.209","4585649.669","424481.332","4585448.705","2.096338","41.417045","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428976.005","4586116.365","428884.088","4585915.395","2.148961","41.42165","BUS -119--","06","29","Gràcia","el Coll","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431235.796","4581024.769","431143.857","4580823.846","2.17658","41.375989","BUS -120--","01","01","Ciutat Vella","el Raval","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433192.147","4584369.745","433100.191","4584168.79","2.199603","41.406281","BUS -7--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424593.323","4585743.06","424501.446","4585542.095","2.096567","41.417888","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","424181.296","4586787.013","424089.423","4586586.038","2.091507","41.427252","NITBUS -N10--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424577.145","4585650.406","424485.268","4585449.442","2.096385","41.417052","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424407.292","4587494.214","424315.417","4587293.233","2.094122","41.433642","BUS -128--","","","","","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426765.607","4582282.413","426673.709","4582081.479","2.122977","41.386921","NITBUS -N12--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426983.06","4582353.163","426891.16","4582152.229","2.125569","41.387578","BUS -7-33-63-67-78--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430718.471","4585476.569","430626.538","4585275.605","2.169884","41.41604","BUS -39-D40-V23--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427476.957","4584076.283","427385.053","4583875.332","2.131269","41.403142","BUS -70-V11--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427179.298","4584102.078","427087.397","4583901.127","2.127706","41.403348","BUS -75-H4--","05","24","Sarrià-Sant Gervasi","les Tres Torres","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433220.452","4585687.181","433128.496","4585486.214","2.199796","41.418149","NITBUS -N8--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425394.738","4582401.786","425302.853","4582200.852","2.106568","41.38787","BUS -63-68-75-78-113-H4-H2--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431868.724","4586064.532","431776.78","4585863.562","2.18358","41.421434","BUS -191--","09","63","Sant Andreu","Navas","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427924.92","4580605.868","427833.011","4580404.949","2.137041","41.371926","BUS -115-V5--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429987.151","4585391.017","429895.224","4585190.054","2.161144","41.415206","BUS -114--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424447.454","4586364.479","424355.579","4586163.508","2.094744","41.423471","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432541.99","4581366.879","432450.039","4581165.952","2.192161","41.379181","BUS -47-59-D20--","01","03","Ciutat Vella","la Barceloneta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430484.2","4585442.29","430392.269","4585241.326","2.167085","41.415711","BUS -114--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430409.397","4585529.28","430317.467","4585328.315","2.16618","41.416488","BUS -114--","07","34","Horta-Guinardó","Can Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424020.562","4586491.201","423928.691","4586290.229","2.08962","41.424572","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424108.194","4586424.327","424016.322","4586223.356","2.090677","41.423978","BUS -118--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430730.213","4580678.964","430638.278","4580478.044","2.170574","41.372831","BUS -121--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433988.371","4584568.543","433896.407","4584367.586","2.209107","41.408138","NITBUS -N6--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425568.514","4582306.064","425476.627","4582105.13","2.108658","41.387024","BUS -75-EP1-JM-H4-E44--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425753.69","4582033.244","425661.801","4581832.313","2.110906","41.384584","BUS -H6--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433325.994","4584758.556","433234.036","4584557.597","2.201162","41.409794","BUS -V27--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427913.051","4580985.191","427821.142","4580784.269","2.136854","41.375341","BUS -D20-V5-52--","03","18","Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433948.438","4587718.245","433856.476","4587517.259","2.208285","41.436502","NITBUS -N8--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425173.71","4582075.748","425081.827","4581874.817","2.103965","41.384913","BUS -63-68-78--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433330.062","4588026.887","433238.105","4587825.898","2.20085","41.439231","BUS -11-60-H8-H4-V33-133--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429056.947","4587839.773","428965.03","4587638.787","2.149727","41.437179","NITBUS -N4--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433185.282","4586009.404","433093.326","4585808.434","2.19934","41.421048","BUS -V29--","10","72","Sant Martí","Sant Martí de Provençals","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432218.126","4589356.957","432126.18","4589155.956","2.187391","41.451117","BUS -127-80-81-D50--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430850.374","4584604.163","430758.439","4584403.207","2.171562","41.408194","BUS -19-V21--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429635.214","4578867.083","429543.289","4578666.18","2.157692","41.356417","BUS -107--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429105.523","4578775.541","429013.603","4578574.639","2.151371","41.355546","BUS -107--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431091.267","4582560.124","430999.329","4582359.186","2.174677","41.389805","BUS -B25-B20--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427780.958","4576407.588","427689.049","4576206.708","2.13582","41.334101","BUS -110--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432100.599","4586220.345","432008.653","4586019.373","2.186337","41.422857","BUS -96--","09","61","Sant Andreu","la Sagrera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429858.735","4585893.799","429766.81","4585692.831","2.15955","41.419723","BUS -119--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425779.999","4582157.33","425688.11","4581956.398","2.111206","41.385704","BUS -EP1-JM-H4-E44--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432799.206","4584741.228","432707.253","4584540.27","2.194861","41.409594","BUS -H12--","10","65","Sant Martí","el Clot","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432799.206","4584741.228","432707.253","4584540.27","2.194861","41.409594","NITBUS -N2--","10","65","Sant Martí","el Clot","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431073.282","4580867.949","430981.344","4580667.027","2.174655","41.374563","NITBUS -N0-N6--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431702.009","4583739.029","431610.066","4583538.08","2.181848","41.400475","BUS -62--","02","05","Eixample","el Fort Pienc","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430754.999","4584617.999","430663.065","4584417.042","2.17042","41.408311","BUS -47-H8--","07","33","Horta-Guinardó","el Baix Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428552.637","4582780.093","428460.723","4582579.154","2.14429","41.391564","BUS -H8--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430642.992","4582340.582","430551.058","4582139.647","2.169341","41.387789","BUS -55-H16-D50--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429316.338","4582715.268","429224.417","4582514.33","2.153431","41.391048","NITBUS -N3-N8--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433418.571","4584003.703","433326.612","4583802.751","2.202352","41.403003","NITBUS -N6--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432907.598","4582098.279","432815.643","4581897.345","2.196451","41.385799","BUS -47--","01","03","Ciutat Vella","la Barceloneta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431776.792","4589116.292","431684.85","4588915.294","2.182135","41.448912","BUS -11-76-127-80-81-H2-V29-D50--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431080.995","4586102.757","430989.059","4585901.787","2.17415","41.421711","BUS -D40--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427117.007","4581721.378","427025.106","4581520.449","2.127247","41.3819","BUS -75-H8-M12--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428777.831","4583144.71","428685.915","4582943.768","2.14694","41.394868","BUS -68-V11--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433346.513","4588959.177","433254.556","4588758.18","2.200943","41.447629","BUS -11-60-V33--","09","58","Sant Andreu","Baró de Viver","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430617.942","4586879.849","430526.01","4586678.872","2.16852","41.42867","BUS -122--","08","44","Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428203.175","4585390.196","428111.265","4585189.233","2.1398","41.415041","BUS -123-124--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431517.378","4588020.877","431425.438","4587819.889","2.179154","41.439024","BUS -11-B19-H4--","08","52","Nou Barris","la Prosperitat","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430087.128","4580244.803","429995.199","4580043.887","2.162935","41.368865","BUS -55-150--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428737.549","4585427.655","428645.634","4585226.692","2.146189","41.415426","BUS -22-V19--","06","28","Gràcia","Vallcarca i els Penitents","",""
