"CODI_CAPA","CAPA_GENERICA","NOM_CAPA","ED50_COORD_X","ED50_COORD_Y","ETRS89_COORD_X","ETRS89_COORD_Y","LONGITUD","LATITUD","EQUIPAMENT","DISTRICTE","BARRI","NOM_DISTRICTE","NOM_BARRI","ADRECA","TELEFON"
"K014","Transports i serveis relacionats","Autobusos diürns","431557.637","4582652.747","431465.695","4582451.808","2.180244","41.390679","BUS -B25-B20-H16-V19--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431708.613","4582392.954","431616.67","4582192.018","2.182079","41.388352","BUS -120--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428832.233","4587607.106","428740.318","4587406.122","2.147065","41.435064","BUS -27-60-76-B19-H4--","07","40","Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428443.712","4578581.529","428351.798","4578380.629","2.143483","41.35374","BUS -23-109-V3--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427981.325","4580382.247","427889.415","4580181.331","2.137742","41.369917","BUS -91--","03","16","Sants-Montjuïc","la Bordeta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426376.192","4576447.589","426284.296","4576246.71","2.119029","41.334334","NITBUS -N1--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428629.327","4583999.247","428537.412","4583798.297","2.145063","41.402552","BUS -V15--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429480.78","4585910.012","429388.858","4585709.044","2.155025","41.419836","BUS -22-V19--","07","37","Horta-Guinardó","el Carmel","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428169.121","4580199.18","428077.21","4579998.265","2.140009","41.368285","NITBUS -N1-N13-N15-N16-N17-N18--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432676.961","4582392.983","432585.009","4582192.047","2.19366","41.388434","BUS -59-V21-V27-136--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429387.441","4578851.73","429295.518","4578650.827","2.154732","41.356257","BUS -107--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431474.474","4590753.197","431382.535","4590552.184","2.17833","41.463629","BUS -104--","08","55","Nou Barris","Ciutat Meridiana","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428222.093","4584256.491","428130.182","4584055.539","2.140161","41.404832","BUS -131-V15--","05","27","Sarrià-Sant Gervasi","el Putxet i el Farró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434591.244","4584824.829","434499.275","4584623.869","2.216291","41.410495","BUS -7--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425336.376","4582475.003","425244.491","4582274.068","2.105861","41.388524","BUS -113--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432949.337","4587624.054","432857.384","4587423.069","2.196337","41.435571","BUS -133--","09","59","Sant Andreu","el Bon Pastor","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432374.402","4589447.498","432282.455","4589246.496","2.189252","41.451946","BUS -11-126-127-V31--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431099.076","4586929.65","431007.14","4586728.672","2.174272","41.42916","BUS -34-132-H6-V27-V29--","08","44","Nou Barris","Vilapicina i la Torre Llobeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431631.003","4587778.642","431539.062","4587577.656","2.180542","41.436852","BUS -11-132--","08","45","Nou Barris","Porta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427871.002","4584226.342","427779.095","4584025.39","2.135965","41.404529","BUS -V13--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427835.983","4583924.687","427744.076","4583723.738","2.135582","41.401809","NITBUS -N8--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433375.805","4583018.38","433283.846","4582817.438","2.201949","41.394125","BUS -59--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429301.001","4582183.694","429209.08","4581982.76","2.15331","41.386259","BUS -V11--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433111.002","4584446.329","433019.046","4584245.373","2.198624","41.406964","NITBUS -N11-N8--","10","71","Sant Martí","Provençals del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428691.996","4587278.883","428600.082","4587077.902","2.145426","41.432095","NITBUS -N4--","07","40","Horta-Guinardó","Montbau","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428603.44","4578710.968","428511.524","4578510.067","2.145377","41.35492","BUS -125-V5--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425852.838","4583083.142","425760.949","4582882.201","2.111963","41.394049","BUS -V5--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433433.006","4584561.048","433341.047","4584360.091","2.202464","41.408024","BUS -H14--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431851.007","4581852.786","431759.062","4581651.855","2.183843","41.383499","BUS -H14--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428364.991","4582185.572","428273.078","4581984.639","2.142116","41.386193","BUS -V9--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428004.525","4582646.818","427912.616","4582445.881","2.13775","41.390315","BUS -V9--","04","19","Les Corts","les Corts","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433240.276","4583688.469","433148.319","4583487.52","2.200254","41.400149","NITBUS -N8--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432817.609","4586801.546","432725.657","4586600.569","2.194852","41.428152","BUS -H6--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431687.135","4585827.42","431595.193","4585626.452","2.181434","41.419283","BUS -V25--","09","63","Sant Andreu","Navas","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431374.1","4590104.952","431282.162","4589903.945","2.177202","41.457782","BUS -199--","08","54","Nou Barris","Torre Baró","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434557.065","4585647.308","434465.096","4585446.341","2.215793","41.4179","NITBUS -N6--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433560.993","4584928.821","433469.033","4584727.861","2.203954","41.411347","NITBUS -N11--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433569.997","4584912.639","433478.037","4584711.679","2.204064","41.411202","BUS -B25-H14--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432177.011","4583961.503","432085.064","4583760.552","2.187505","41.402519","BUS -7--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430942.64","4583867.152","430850.704","4583666.202","2.17275","41.401564","BUS -19-D50--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429282.597","4586200.127","429190.677","4585999.156","2.15262","41.422432","BUS -87--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429512.464","4586366.873","429420.542","4586165.901","2.155351","41.423954","BUS -86-87--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433085.857","4582702.403","432993.901","4582501.464","2.198516","41.391255","BUS -V23--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432423.987","4584378.882","432332.038","4584177.927","2.190413","41.406299","BUS -H12--","10","65","Sant Martí","el Clot","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432088.095","4584088.578","431996.149","4583887.626","2.186427","41.403656","NITBUS -N2-N7--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428853.014","4577670.652","428761.096","4577469.76","2.148483","41.345573","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432903.115","4582387.948","432811.161","4582187.012","2.196366","41.388408","NITBUS -N8-N28--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432174.374","4583706.16","432082.427","4583505.212","2.187502","41.400219","BUS -BCTE--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433742.524","4585205.192","433650.563","4585004.229","2.206096","41.413851","NITBUS -N11--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426326.804","4582185.907","426234.91","4581984.974","2.117741","41.386012","BUS -L97--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432549.644","4581364.374","432457.693","4581163.447","2.192252","41.379159","BUS -BCTE--","01","03","Ciutat Vella","la Barceloneta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429522.266","4586105.932","429430.344","4585904.962","2.155499","41.421604","BUS -86--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430781.235","4579518.174","430689.299","4579317.265","2.171317","41.362381","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428211.829","4576309.944","428119.916","4576109.065","2.140981","41.33326","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428385.268","4578754.314","428293.354","4578553.413","2.142764","41.355291","BUS -V5--","03","13","Sants-Montjuïc","la Marina de Port","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434067.005","4585200.318","433975.041","4584999.355","2.209979","41.413834","BUS -B25-H14--","10","70","Sant Martí","el Besòs i el Maresme","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434737.285","4584734.019","434645.314","4584533.06","2.218048","41.409689","BUS -H16--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431369.289","4581060.148","431277.348","4580859.224","2.178172","41.376319","BUS -BCTO--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432936.515","4588158.307","432844.562","4587957.317","2.196125","41.440382","BUS -M28--","09","59","Sant Andreu","el Bon Pastor","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430782.581","4582297.171","430690.646","4582096.236","2.171015","41.38741","NITBUS -N2-N3--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427396.613","4582829.183","427304.71","4582628.244","2.130458","41.391903","BUS -L79--","04","19","Les Corts","les Corts","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430895.85","4579690.363","430803.913","4579489.452","2.172668","41.363941","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430917.196","4579748.864","430825.259","4579547.953","2.172916","41.36447","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429840.647","4586983.627","429748.722","4586782.649","2.159207","41.429537","BUS -87--","07","43","Horta-Guinardó","Horta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433614.767","4583220.032","433522.806","4583019.088","2.204785","41.395961","BUS -V25--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430039.363","4586013.863","429947.436","4585812.894","2.161697","41.42082","BUS -119--","07","37","Horta-Guinardó","el Carmel","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425798.074","4582047.668","425706.185","4581846.737","2.111435","41.384718","BUS -7--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432682.824","4588430.936","432590.873","4588229.944","2.193058","41.442816","BUS -11-133--","09","60","Sant Andreu","Sant Andreu","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430222.169","4588668.705","430130.241","4588467.711","2.163577","41.444747","BUS -82--","08","49","Nou Barris","Canyelles","",""
"K017","Transports i serveis relacionats","Estacions d'autobusos","431837.85","4587188.56","431745.907","4586987.579","2.183084","41.431555","Estació d'Autobusos Barcelona Fabra i Puig","09","60","Sant Andreu","Sant Andreu","Av Meridiana, 392",""
"K017","Transports i serveis relacionats","Estacions d'autobusos","431737.17","4583055.87","431645.227","4582854.928","2.182346","41.394325","Estació d'Autobusos Barcelona Nord","02","05","Eixample","el Fort Pienc","C Alí Bei, 80",""
"K014","Transports i serveis relacionats","Autobusos diürns","433661.566","4584247.732","433569.605","4584046.778","2.205232","41.405221","BUS -B25-B20-136--","10","68","Sant Martí","el Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426733.137","4582139.4","426641.239","4581938.468","2.122606","41.38563","BUS -113-M12--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430947.011","4587674.785","430855.076","4587473.8","2.172367","41.435858","BUS -47-82-D40-V29-D50--","08","48","Nou Barris","la Guineueta","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430071.254","4582150.894","429979.326","4581949.961","2.162525","41.386031","NITBUS -N3-N7-N8--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431198.506","4582607.189","431106.567","4582406.251","2.175954","41.390238","BUS -19-H16-D50--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426810.351","4583729.475","426718.453","4583528.528","2.123337","41.399958","NITBUS -N7-N10--","05","23","Sarrià-Sant Gervasi","Sarrià","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429592.002","4582545.369","429500.078","4582344.432","2.156748","41.389542","BUS -H10--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429164.954","4587530.268","429073.036","4587329.285","2.151056","41.434401","BUS -V23--","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427164.187","4584106.296","427072.286","4583905.345","2.127524","41.403384","NITBUS -N8--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431284.809","4582547.079","431192.87","4582346.142","2.176993","41.389704","NITBUS -N4--","01","04","Ciutat Vella","Sant Pere, Santa Caterina i la Ribera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431383.365","4589243.154","431291.427","4589042.155","2.177411","41.450021","BUS -81--","08","50","Nou Barris","les Roquetes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","434032.17","4586458.487","433940.206","4586257.512","2.209424","41.425163","NITBUS -N11-N2--","","","","","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427431.419","4580279.148","427339.514","4580078.233","2.13118","41.368939","BUS -LH2--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428402.615","4575756.533","428310.7","4575555.659","2.143326","41.328293","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429915.495","4580215.11","429823.568","4580014.195","2.160887","41.368583","BUS -BCTO--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428553.56","4577088.048","428461.644","4576887.162","2.144972","41.340299","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428627.568","4577135.959","428535.652","4576935.072","2.145851","41.340737","BUS -88--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429230.011","4587351.093","429138.092","4587150.112","2.151856","41.432793","BUS -V21--","07","41","Horta-Guinardó","la Vall d'Hebron","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432490.007","4583839.773","432398.057","4583638.823","2.191263","41.401449","NITBUS -N11-N8--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432363.996","4582873.883","432272.047","4582672.942","2.189864","41.392739","NITBUS -N0--","10","66","Sant Martí","el Parc i la Llacuna del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430909.987","4583406.911","430818.051","4583205.966","2.172412","41.397416","NITBUS -N1-N4--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430631.911","4583367.937","430539.978","4583166.992","2.169091","41.397041","NITBUS -N7--","02","07","Eixample","la Dreta de l'Eixample","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432527.075","4585643.399","432435.125","4585442.432","2.191505","41.417697","NITBUS -N9--","09","61","Sant Andreu","la Sagrera","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430516.943","4582281.475","430425.011","4582080.54","2.16784","41.387246","NITBUS -N17-N18--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430350.002","4582353.833","430258.071","4582152.898","2.165836","41.387883","BUS -54-H12-52--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429685.834","4582432.649","429593.909","4582231.713","2.157883","41.388535","BUS -63-H10--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430827.897","4588624.829","430735.964","4588423.835","2.170833","41.444405","BUS -27-D40--","08","49","Nou Barris","Canyelles","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431823.326","4591086.746","431731.384","4590885.729","2.18247","41.466663","BUS -83--","08","56","Nou Barris","Vallbona","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430113.198","4588458.467","430021.271","4588257.475","2.162297","41.442844","NITBUS -N6--","08","49","Nou Barris","Canyelles","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427944.99","4584810.739","427853.082","4584609.782","2.136781","41.409799","NITBUS -N5--","05","25","Sarrià-Sant Gervasi","Sant Gervasi - la Bonanova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427285.666","4586982.346","427193.765","4586781.369","2.128631","41.429298","BUS -112--","07","39","Horta-Guinardó","Sant Genís dels Agudells","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432483.733","4589603.51","432391.785","4589402.507","2.190543","41.45336","BUS -127--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","424594.156","4586439.67","424502.279","4586238.698","2.09649","41.424162","BUS -128--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429584.613","4580709.003","429492.689","4580508.083","2.156873","41.373002","BUS -55-121--","03","11","Sants-Montjuïc","el Poble-sec","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","427428.391","4581021.315","427336.487","4580820.393","2.131055","41.375623","NITBUS -N14-N2-N28--","03","18","Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","432040.32","4581711.21","431948.373","4581510.28","2.186123","41.38224","NITBUS -N8-N28--","01","03","Ciutat Vella","la Barceloneta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427051.957","4575690.972","426960.055","4575490.099","2.127195","41.327581","BUS -109--","03","12","Sants-Montjuïc","la Marina del Prat Vermell","",""
"K014","Transports i serveis relacionats","Autobusos diürns","434025.39","4584681.081","433933.426","4584480.123","2.209537","41.409154","BUS -7-B20-V31-136--","10","69","Sant Martí","Diagonal Mar i el Front Marítim del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","433609.874","4584550.023","433517.914","4584349.066","2.204581","41.40794","BUS -7--","10","71","Sant Martí","Provençals del Poblenou","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432474.505","4588992.04","432382.557","4588791.043","2.190501","41.447852","BUS -11-62-76-126-V31--","09","57","Sant Andreu","la Trinitat Vella","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","426492.987","4581193.297","426401.091","4580992.373","2.119849","41.377087","NITBUS -N14-N3--","04","20","Les Corts","la Maternitat i Sant Ramon","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","428556.973","4580970.889","428465.058","4580769.967","2.144555","41.37527","NITBUS -N14-N2-N28--","03","15","Sants-Montjuïc","Hostafrancs","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","430319.434","4582767.27","430227.504","4582566.331","2.165422","41.391604","NITBUS -N4-N6--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427877.268","4579927.836","427785.359","4579726.924","2.136552","41.365815","BUS -46-65-79-109-L70-L72-L80-L81-L87-L94-L95-H12-H16--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429026.525","4581989.524","428934.606","4581788.592","2.15005","41.384486","BUS -109-H10--","02","09","Eixample","la Nova Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429242.164","4582643.579","429150.243","4582442.641","2.152553","41.390396","BUS -59-63--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428263.005","4584194.13","428171.094","4583993.178","2.140658","41.404274","BUS -H6--","05","26","Sarrià-Sant Gervasi","Sant Gervasi - Galvany","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432370.002","4589616.677","432278.055","4589415.674","2.18918","41.453469","BUS -62-76-96-97-104--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","425007.219","4584753.009","424915.338","4584552.053","2.101642","41.40901","BUS -111--","05","22","Sarrià-Sant Gervasi","Vallvidrera, el Tibidabo i les Planes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428380.998","4580859.932","428289.085","4580659.011","2.142464","41.374255","BUS -115-V5--","03","15","Sants-Montjuïc","Hostafrancs","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427715.996","4580338.733","427624.089","4580137.817","2.134575","41.369501","BUS -91-115--","03","16","Sants-Montjuïc","la Bordeta","",""
"K014","Transports i serveis relacionats","Autobusos diürns","427870.754","4580860.779","427778.846","4580659.858","2.136363","41.374217","BUS -115-V5--","03","18","Sants-Montjuïc","Sants","",""
"K014","Transports i serveis relacionats","Autobusos diürns","429066.3","4586562.711","428974.382","4586361.737","2.149989","41.425678","BUS -112-185--","07","38","Horta-Guinardó","la Teixonera","",""
"K014","Transports i serveis relacionats","Autobusos diürns","426990.457","4582597.357","426898.557","4582396.42","2.125628","41.389778","BUS -6-34--","04","21","Les Corts","Pedralbes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430779.991","4588608.043","430688.058","4588407.05","2.170261","41.444249","BUS -V27--","08","49","Nou Barris","Canyelles","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431558.266","4581369.146","431466.324","4581168.219","2.180397","41.379118","NITBUS -N0-N6--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431394.462","4581105.616","431302.521","4580904.692","2.178468","41.376731","BUS -59-D20-H14-V13--","01","02","Ciutat Vella","el Barri Gòtic","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428428.96","4585009.305","428337.048","4584808.346","2.142547","41.411631","BUS -V17-V19--","06","28","Gràcia","Vallcarca i els Penitents","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","429573.004","4582077.117","429481.08","4581876.184","2.156575","41.385323","NITBUS -N12--","02","08","Eixample","l'Antiga Esquerra de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428144.726","4580976.527","428052.815","4580775.605","2.139625","41.375284","BUS -D20-V5-52--","03","18","Sants-Montjuïc","Sants","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","433471.488","4582743.979","433379.528","4582543.039","2.203124","41.391662","NITBUS -N6-N8-N28--","10","67","Sant Martí","la Vila Olímpica del Poblenou","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431703.956","4584405.411","431612.013","4584204.456","2.181796","41.406477","NITBUS -N9--","02","06","Eixample","la Sagrada Família","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431421.829","4589238.236","431329.89","4589037.237","2.177872","41.44998","BUS -127--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431076.599","4589074.755","430984.663","4588873.757","2.173758","41.448478","BUS -127--","08","50","Nou Barris","les Roquetes","",""
"K015","Transports i serveis relacionats","Autobusos nocturns","431937.917","4589247.12","431845.974","4589046.12","2.184049","41.450104","NITBUS -N1--","08","53","Nou Barris","la Trinitat Nova","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432493.681","4589354.264","432401.732","4589153.263","2.19069","41.451116","BUS -126--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","432399.048","4589489.275","432307.1","4589288.273","2.189542","41.452324","BUS -127--","09","57","Sant Andreu","la Trinitat Vella","",""
"K014","Transports i serveis relacionats","Autobusos diürns","430769.857","4582401.21","430677.922","4582200.274","2.170851","41.388346","BUS -22--","02","07","Eixample","la Dreta de l'Eixample","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431512.499","4590085.503","431420.56","4589884.496","2.178862","41.457619","BUS -83-199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431713.633","4589945.845","431621.692","4589744.839","2.181285","41.456378","BUS -80-81--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431779.102","4589935.233","431687.16","4589734.227","2.18207","41.456288","BUS -80-81--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431645.718","4590218.513","431553.778","4590017.504","2.180441","41.458828","BUS -62-76-80-81-199--","08","54","Nou Barris","Torre Baró","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431258.975","4589146.186","431167.038","4588945.187","2.175933","41.449137","BUS -81--","08","50","Nou Barris","les Roquetes","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431935.741","4590699.311","431843.798","4590498.298","2.183859","41.463183","BUS -97-80-83-81--","08","56","Nou Barris","Vallbona","",""
"K014","Transports i serveis relacionats","Autobusos diürns","431308.052","4585160.724","431216.113","4584959.762","2.176974","41.413246","BUS -19-47-117-192-H8-V23-D50-191--","07","35","Horta-Guinardó","el Guinardó","",""
"K014","Transports i serveis relacionats","Autobusos diürns","428453.256","4582551.433","428361.343","4582350.496","2.143128","41.389496","BUS -27-D40--","04","19","Les Corts","les Corts","",""
